"","SiteName","Latitude","Longitude","Year","JulianDay","AphidCount","AphidDDS"
"2604","2011-Site-11",46.56302,-116.80884,2011,179,0,450.783434708214
"2605","2011-Site-11",46.56302,-116.80884,2011,181,0,471.258434708214
"2606","2011-Site-11",46.56302,-116.80884,2011,186,0,530.34437912
"2607","2011-Site-11",46.56302,-116.80884,2011,188,0,559.084081646338
"2608","2011-Site-11",46.56302,-116.80884,2011,193,0,614.772219858015
"2609","2011-Site-11",46.56302,-116.80884,2011,195,0,633.262219858015
"2610","2011-Site-11",46.56302,-116.80884,2011,200,0,696.181486881355
"2611","2011-Site-11",46.56302,-116.80884,2011,202,0,716.261486881355
"2612","2011-Site-11",46.56302,-116.80884,2011,207,1,779.06006615008
"2613","2011-Site-11",46.56302,-116.80884,2011,209,0,802.30006615008
"2614","2011-Site-10",47.18751,-117.3334,2011,146,0,228.252223672212
"2615","2011-Site-10",47.18751,-117.3334,2011,148,0,234.780514608416
"2616","2011-Site-10",47.18751,-117.3334,2011,153,0,260.716804314508
"2617","2011-Site-10",47.18751,-117.3334,2011,158,0,305.095899684958
"2618","2011-Site-10",47.18751,-117.3334,2011,160,0,315.085285334839
"2619","2011-Site-10",47.18751,-117.3334,2011,165,0,356.559809740682
"2620","2011-Site-10",47.18751,-117.3334,2011,167,0,365.882212186996
"2621","2011-Site-10",47.18751,-117.3334,2011,172,0,407.962212186996
"2622","2011-Site-10",47.18751,-117.3334,2011,174,0,430.706152111063
"2623","2011-Site-10",47.18751,-117.3334,2011,179,0,478.660346926156
"2624","2011-Site-10",47.18751,-117.3334,2011,181,0,499.955346926156
"2625","2011-Site-10",47.18751,-117.3334,2011,186,1,557.532676699574
"2626","2011-Site-10",47.18751,-117.3334,2011,188,1,586.788255989538
"2627","2011-Site-10",47.18751,-117.3334,2011,193,0,640.72402549594
"2628","2011-Site-10",47.18751,-117.3334,2011,195,0,659.30902549594
"2629","2011-Site-10",47.18751,-117.3334,2011,200,0,721.201201889671
"2630","2011-Site-10",47.18751,-117.3334,2011,202,0,740.581201889671
"2631","2011-Site-10",47.18751,-117.3334,2011,207,0,801.011406998849
"2632","2011-Site-10",47.18751,-117.3334,2011,209,0,823.511406998849
"2633","2011-Site-09",46.58212,-116.83175,2011,146,0,207.013653127565
"2634","2011-Site-09",46.58212,-116.83175,2011,148,0,213.118496038924
"2635","2011-Site-09",46.58212,-116.83175,2011,153,0,235.524961252304
"2636","2011-Site-09",46.58212,-116.83175,2011,158,0,279.059618860829
"2637","2011-Site-09",46.58212,-116.83175,2011,160,0,288.744701623381
"2638","2011-Site-09",46.58212,-116.83175,2011,165,0,331.629701623381
"2639","2011-Site-09",46.58212,-116.83175,2011,167,0,341.144701623381
"2640","2011-Site-09",46.58212,-116.83175,2011,172,1,383.554701623381
"2641","2011-Site-09",46.58212,-116.83175,2011,174,0,407.378974290225
"2642","2011-Site-09",46.58212,-116.83175,2011,179,0,455.127412312481
"2643","2011-Site-09",46.58212,-116.83175,2011,181,0,475.657412312481
"2644","2011-Site-09",46.58212,-116.83175,2011,186,0,534.713900864716
"2645","2011-Site-09",46.58212,-116.83175,2011,188,0,563.522130217616
"2646","2011-Site-09",46.58212,-116.83175,2011,193,0,619.337321301028
"2647","2011-Site-09",46.58212,-116.83175,2011,195,0,637.787321301028
"2648","2011-Site-09",46.58212,-116.83175,2011,200,2,700.664649249098
"2649","2011-Site-09",46.58212,-116.83175,2011,202,0,720.729649249098
"2650","2011-Site-09",46.58212,-116.83175,2011,207,2,783.567259984798
"2651","2011-Site-09",46.58212,-116.83175,2011,209,2,806.817259984798
"2652","2011-Site-08",46.99121,-117.15832,2011,146,0,224.70215257691
"2653","2011-Site-08",46.99121,-117.15832,2011,148,0,231.138426161847
"2654","2011-Site-08",46.99121,-117.15832,2011,153,0,255.489749713371
"2655","2011-Site-08",46.99121,-117.15832,2011,158,0,299.233547865835
"2656","2011-Site-08",46.99121,-117.15832,2011,160,0,309.119481735432
"2657","2011-Site-08",46.99121,-117.15832,2011,165,0,351.044064269016
"2658","2011-Site-08",46.99121,-117.15832,2011,167,0,360.15637441293
"2659","2011-Site-08",46.99121,-117.15832,2011,172,0,401.93137441293
"2660","2011-Site-08",46.99121,-117.15832,2011,174,0,424.642874471365
"2661","2011-Site-08",46.99121,-117.15832,2011,179,0,472.745816402826
"2662","2011-Site-08",46.99121,-117.15832,2011,181,0,493.580816402826
"2663","2011-Site-08",46.99121,-117.15832,2011,186,0,551.026505373701
"2664","2011-Site-08",46.99121,-117.15832,2011,188,0,580.096902061419
"2665","2011-Site-08",46.99121,-117.15832,2011,193,0,634.231470240093
"2666","2011-Site-08",46.99121,-117.15832,2011,195,0,652.501470240093
"2667","2011-Site-08",46.99121,-117.15832,2011,200,1,713.57543964207
"2668","2011-Site-08",46.99121,-117.15832,2011,202,0,732.83543964207
"2669","2011-Site-08",46.99121,-117.15832,2011,207,0,793.673303649714
"2670","2011-Site-08",46.99121,-117.15832,2011,209,0,815.908303649714
"2671","2011-Site-07",46.52235,-116.81989,2011,146,1,214.410309020449
"2672","2011-Site-07",46.52235,-116.81989,2011,148,0,220.719974055822
"2673","2011-Site-07",46.52235,-116.81989,2011,153,1,243.580723730531
"2674","2011-Site-07",46.52235,-116.81989,2011,158,1,287.891029487959
"2675","2011-Site-07",46.52235,-116.81989,2011,160,0,297.949055698538
"2676","2011-Site-07",46.52235,-116.81989,2011,165,0,341.719055698538
"2677","2011-Site-07",46.52235,-116.81989,2011,167,0,351.739055698538
"2678","2011-Site-07",46.52235,-116.81989,2011,172,0,395.219055698538
"2679","2011-Site-07",46.52235,-116.81989,2011,174,0,419.470799272845
"2680","2011-Site-07",46.52235,-116.81989,2011,179,0,467.754633115104
"2681","2011-Site-07",46.52235,-116.81989,2011,181,0,488.724633115104
"2682","2011-Site-07",46.52235,-116.81989,2011,186,0,548.693245036895
"2683","2011-Site-07",46.52235,-116.81989,2011,188,0,577.708794607573
"2684","2011-Site-07",46.52235,-116.81989,2011,193,1,634.338794607573
"2685","2011-Site-07",46.52235,-116.81989,2011,195,0,653.383794607573
"2686","2011-Site-07",46.52235,-116.81989,2011,200,0,717.298756924449
"2687","2011-Site-07",46.52235,-116.81989,2011,202,0,737.898756924449
"2688","2011-Site-07",46.52235,-116.81989,2011,207,0,801.743463248117
"2689","2011-Site-07",46.52235,-116.81989,2011,209,0,825.368463248117
"2690","2011-Site-06",46.53953,-116.95077,2011,146,0,226.968992616549
"2691","2011-Site-06",46.53953,-116.95077,2011,148,0,233.3719614295
"2692","2011-Site-06",46.53953,-116.95077,2011,153,0,256.844917502681
"2693","2011-Site-06",46.53953,-116.95077,2011,158,0,301.763047711964
"2694","2011-Site-06",46.53953,-116.95077,2011,160,0,311.901837981125
"2695","2011-Site-06",46.53953,-116.95077,2011,165,0,356.541837981125
"2696","2011-Site-06",46.53953,-116.95077,2011,167,0,367.076837981125
"2697","2011-Site-06",46.53953,-116.95077,2011,172,0,411.096837981125
"2698","2011-Site-06",46.53953,-116.95077,2011,174,0,435.440132042446
"2699","2011-Site-06",46.53953,-116.95077,2011,179,0,484.596709837709
"2700","2011-Site-06",46.53953,-116.95077,2011,181,0,505.791709837709
"2701","2011-Site-06",46.53953,-116.95077,2011,186,0,566.047894315647
"2702","2011-Site-06",46.53953,-116.95077,2011,188,0,595.409478123442
"2703","2011-Site-06",46.53953,-116.95077,2011,193,0,652.604478123442
"2704","2011-Site-06",46.53953,-116.95077,2011,195,1,671.659478123442
"2705","2011-Site-06",46.53953,-116.95077,2011,200,0,735.515548286142
"2706","2011-Site-06",46.53953,-116.95077,2011,202,0,756.235548286142
"2707","2011-Site-06",46.53953,-116.95077,2011,207,0,820.619549660504
"2708","2011-Site-06",46.53953,-116.95077,2011,209,0,844.369549660504
"2709","2011-Site-05",46.57688,-117.15024,2011,146,0,241.276378918101
"2710","2011-Site-05",46.57688,-117.15024,2011,148,0,247.775951820969
"2711","2011-Site-05",46.57688,-117.15024,2011,153,0,271.891448751887
"2712","2011-Site-05",46.57688,-117.15024,2011,158,0,317.404640491073
"2713","2011-Site-05",46.57688,-117.15024,2011,160,0,327.44808320686
"2714","2011-Site-05",46.57688,-117.15024,2011,165,0,372.32308320686
"2715","2011-Site-05",46.57688,-117.15024,2011,167,0,383.21808320686
"2716","2011-Site-05",46.57688,-117.15024,2011,172,0,427.71808320686
"2717","2011-Site-05",46.57688,-117.15024,2011,174,0,451.7477249381
"2718","2011-Site-05",46.57688,-117.15024,2011,179,0,501.530611167445
"2719","2011-Site-05",46.57688,-117.15024,2011,181,0,522.805611167445
"2720","2011-Site-05",46.57688,-117.15024,2011,186,1,582.866719440142
"2721","2011-Site-05",46.57688,-117.15024,2011,188,3,612.376046026651
"2722","2011-Site-05",46.57688,-117.15024,2011,193,2,669.445129553453
"2723","2011-Site-05",46.57688,-117.15024,2011,195,4,688.630129553453
"2724","2011-Site-05",46.57688,-117.15024,2011,200,2,752.027134298031
"2725","2011-Site-05",46.57688,-117.15024,2011,202,2,772.717134298032
"2726","2011-Site-05",46.57688,-117.15024,2011,207,4,837.109397365284
"2727","2011-Site-05",46.57688,-117.15024,2011,209,3,860.829397365284
"2728","2011-Site-04",46.63894,-117.14925,2011,146,0,234.460228454338
"2729","2011-Site-04",46.63894,-117.14925,2011,148,0,240.785331198502
"2730","2011-Site-04",46.63894,-117.14925,2011,153,1,264.616575677013
"2731","2011-Site-04",46.63894,-117.14925,2011,158,0,309.438652505054
"2732","2011-Site-04",46.63894,-117.14925,2011,160,0,319.232692908506
"2733","2011-Site-04",46.63894,-117.14925,2011,165,0,363.382692908506
"2734","2011-Site-04",46.63894,-117.14925,2011,167,0,373.782692908506
"2735","2011-Site-04",46.63894,-117.14925,2011,172,0,417.477692908506
"2736","2011-Site-04",46.63894,-117.14925,2011,174,0,441.046184856876
"2737","2011-Site-04",46.63894,-117.14925,2011,179,1,490.216424426456
"2738","2011-Site-04",46.63894,-117.14925,2011,181,0,511.196424426456
"2739","2011-Site-04",46.63894,-117.14925,2011,186,0,570.195426358906
"2740","2011-Site-04",46.63894,-117.14925,2011,188,0,599.403922599546
"2741","2011-Site-04",46.63894,-117.14925,2011,193,3,655.421514423767
"2742","2011-Site-04",46.63894,-117.14925,2011,195,2,674.091514423768
"2743","2011-Site-04",46.63894,-117.14925,2011,200,0,736.512040866532
"2744","2011-Site-04",46.63894,-117.14925,2011,202,0,756.732040866532
"2745","2011-Site-04",46.63894,-117.14925,2011,207,0,820.067017493825
"2746","2011-Site-04",46.63894,-117.14925,2011,209,1,843.317017493825
"2747","2011-Site-03",47.09608,-117.16511,2011,146,0,215.541286371281
"2748","2011-Site-03",47.09608,-117.16511,2011,148,0,221.848234578587
"2749","2011-Site-03",47.09608,-117.16511,2011,153,0,245.942722717997
"2750","2011-Site-03",47.09608,-117.16511,2011,158,0,289.221514688295
"2751","2011-Site-03",47.09608,-117.16511,2011,160,1,298.980814457172
"2752","2011-Site-03",47.09608,-117.16511,2011,165,0,339.869375813472
"2753","2011-Site-03",47.09608,-117.16511,2011,167,0,348.628253728404
"2754","2011-Site-03",47.09608,-117.16511,2011,172,0,389.623253728404
"2755","2011-Site-03",47.09608,-117.16511,2011,174,1,412.0646889293
"2756","2011-Site-03",47.09608,-117.16511,2011,179,0,459.677799689657
"2757","2011-Site-03",47.09608,-117.16511,2011,181,0,480.367799689657
"2758","2011-Site-03",47.09608,-117.16511,2011,186,2,537.712779655596
"2759","2011-Site-03",47.09608,-117.16511,2011,188,0,566.962869296445
"2760","2011-Site-03",47.09608,-117.16511,2011,193,0,620.53212855985
"2761","2011-Site-03",47.09608,-117.16511,2011,195,0,638.65212855985
"2762","2011-Site-03",47.09608,-117.16511,2011,200,0,699.574553212471
"2763","2011-Site-03",47.09608,-117.16511,2011,202,0,718.549553212471
"2764","2011-Site-03",47.09608,-117.16511,2011,207,1,778.663736035648
"2765","2011-Site-03",47.09608,-117.16511,2011,209,1,800.828736035648
"2766","2011-Site-02",46.74877,-117.42446,2011,146,2,271.58126656438
"2767","2011-Site-02",46.74877,-117.42446,2011,148,0,278.730554852036
"2768","2011-Site-02",46.74877,-117.42446,2011,153,0,305.901378715603
"2769","2011-Site-02",46.74877,-117.42446,2011,158,1,352.960595341629
"2770","2011-Site-02",46.74877,-117.42446,2011,160,5,363.381498850338
"2771","2011-Site-02",46.74877,-117.42446,2011,165,3,408.591498850338
"2772","2011-Site-02",46.74877,-117.42446,2011,167,0,420.036498850338
"2773","2011-Site-02",46.74877,-117.42446,2011,172,6,466.346498850338
"2774","2011-Site-02",46.74877,-117.42446,2011,174,2,490.686626805115
"2775","2011-Site-02",46.74877,-117.42446,2011,179,2,541.716031767682
"2776","2011-Site-02",46.74877,-117.42446,2011,181,0,563.946031767682
"2777","2011-Site-02",46.74877,-117.42446,2011,186,1,624.282901724221
"2778","2011-Site-02",46.74877,-117.42446,2011,188,4,653.994273275451
"2779","2011-Site-02",46.74877,-117.42446,2011,193,0,711.390132420841
"2780","2011-Site-02",46.74877,-117.42446,2011,195,2,731.820132420841
"2781","2011-Site-02",46.74877,-117.42446,2011,200,0,796.273751520554
"2782","2011-Site-02",46.74877,-117.42446,2011,202,0,817.373751520554
"2783","2011-Site-02",46.74877,-117.42446,2011,207,0,882.099779390327
"2784","2011-Site-02",46.74877,-117.42446,2011,209,0,905.957097077843
"2785","2011-Site-01",46.80105,-117.3013,2011,146,0,250.784144222899
"2786","2011-Site-01",46.80105,-117.3013,2011,148,0,257.530948581926
"2787","2011-Site-01",46.80105,-117.3013,2011,153,0,283.365785626967
"2788","2011-Site-01",46.80105,-117.3013,2011,158,0,328.930071601182
"2789","2011-Site-01",46.80105,-117.3013,2011,160,0,339.033020049642
"2790","2011-Site-01",46.80105,-117.3013,2011,165,0,383.253020049642
"2791","2011-Site-01",46.80105,-117.3013,2011,167,0,393.743020049642
"2792","2011-Site-01",46.80105,-117.3013,2011,172,0,438.223020049642
"2793","2011-Site-01",46.80105,-117.3013,2011,174,0,461.809746087327
"2794","2011-Site-01",46.80105,-117.3013,2011,179,0,511.473513687054
"2795","2011-Site-01",46.80105,-117.3013,2011,181,1,533.053513687054
"2796","2011-Site-01",46.80105,-117.3013,2011,186,1,591.871334163932
"2797","2011-Site-01",46.80105,-117.3013,2011,188,0,621.115214135589
"2798","2011-Site-01",46.80105,-117.3013,2011,193,1,677.014058121089
"2799","2011-Site-01",46.80105,-117.3013,2011,195,0,696.264058121089
"2800","2011-Site-01",46.80105,-117.3013,2011,200,0,759.013019088164
"2801","2011-Site-01",46.80105,-117.3013,2011,202,0,779.358019088164
"2802","2011-Site-01",46.80105,-117.3013,2011,207,0,842.497068798103
"2803","2011-Site-01",46.80105,-117.3013,2011,209,0,865.594415282192
"2804","2010-Site-27",46.50382,-116.79685,2010,144,0,331.218329383329
"2805","2010-Site-27",46.50382,-116.79685,2010,147,0,348.512854792192
"2806","2010-Site-27",46.50382,-116.79685,2010,151,0,372.350024570215
"2807","2010-Site-27",46.50382,-116.79685,2010,154,0,394.290024570215
"2808","2010-Site-27",46.50382,-116.79685,2010,159,3,437.730024570215
"2809","2010-Site-27",46.50382,-116.79685,2010,161,0,452.480024570215
"2810","2010-Site-27",46.50382,-116.79685,2010,166,0,495.735024570215
"2811","2010-Site-27",46.50382,-116.79685,2010,168,0,503.040024570215
"2812","2010-Site-27",46.50382,-116.79685,2010,173,4,547.205865239711
"2813","2010-Site-27",46.50382,-116.79685,2010,175,11,575.275865239711
"2814","2010-Site-27",46.50382,-116.79685,2010,179,0,627.892465568796
"2815","2010-Site-27",46.50382,-116.79685,2010,182,3,660.127465568796
"2816","2010-Site-27",46.50382,-116.79685,2010,187,8,705.342465568796
"2817","2010-Site-27",46.50382,-116.79685,2010,189,3,733.747396913877
"2818","2010-Site-27",46.50382,-116.79685,2010,194,4,805.922905530698
"2819","2010-Site-27",46.50382,-116.79685,2010,196,12,830.470524915993
"2820","2010-Site-26",46.52467,-116.80801,2010,144,0,311.247790048815
"2821","2010-Site-26",46.52467,-116.80801,2010,147,0,327.76041743563
"2822","2010-Site-26",46.52467,-116.80801,2010,151,0,350.159675245155
"2823","2010-Site-26",46.52467,-116.80801,2010,154,0,371.119675245155
"2824","2010-Site-26",46.52467,-116.80801,2010,159,0,412.844675245155
"2825","2010-Site-26",46.52467,-116.80801,2010,161,0,426.959675245155
"2826","2010-Site-26",46.52467,-116.80801,2010,166,0,468.679675245155
"2827","2010-Site-26",46.52467,-116.80801,2010,168,0,475.279675245155
"2828","2010-Site-26",46.52467,-116.80801,2010,173,3,517.928451132841
"2829","2010-Site-26",46.52467,-116.80801,2010,175,0,545.503451132841
"2830","2010-Site-26",46.52467,-116.80801,2010,179,0,597.086875824718
"2831","2010-Site-26",46.52467,-116.80801,2010,182,0,628.241875824718
"2832","2010-Site-26",46.52467,-116.80801,2010,187,0,671.721875824718
"2833","2010-Site-26",46.52467,-116.80801,2010,189,0,699.866124915217
"2834","2010-Site-26",46.52467,-116.80801,2010,194,0,770.767377337711
"2835","2010-Site-26",46.52467,-116.80801,2010,196,0,794.851510435151
"2836","2010-Site-25",46.54504,-117.1673,2010,144,0,302.211800670747
"2837","2010-Site-25",46.54504,-117.1673,2010,147,0,317.53693802413
"2838","2010-Site-25",46.54504,-117.1673,2010,151,0,338.128432133829
"2839","2010-Site-25",46.54504,-117.1673,2010,154,1,358.483432133829
"2840","2010-Site-25",46.54504,-117.1673,2010,159,1,398.938432133829
"2841","2010-Site-25",46.54504,-117.1673,2010,161,0,412.708432133829
"2842","2010-Site-25",46.54504,-117.1673,2010,166,0,453.083432133829
"2843","2010-Site-25",46.54504,-117.1673,2010,168,1,459.237922705307
"2844","2010-Site-25",46.54504,-117.1673,2010,173,0,500.352922705307
"2845","2010-Site-25",46.54504,-117.1673,2010,175,0,527.977922705307
"2846","2010-Site-25",46.54504,-117.1673,2010,179,1,579.309204330846
"2847","2010-Site-25",46.54504,-117.1673,2010,182,0,609.069204330846
"2848","2010-Site-25",46.54504,-117.1673,2010,187,12,651.739204330846
"2849","2010-Site-25",46.54504,-117.1673,2010,189,3,680.447972806246
"2850","2010-Site-25",46.54504,-117.1673,2010,194,4,751.20239709333
"2851","2010-Site-25",46.54504,-117.1673,2010,196,3,775.840353389867
"2852","2010-Site-24",46.56027,-117.21279,2010,144,0,306.598055559875
"2853","2010-Site-24",46.56027,-117.21279,2010,147,0,322.007096400228
"2854","2010-Site-24",46.56027,-117.21279,2010,151,1,342.707005704472
"2855","2010-Site-24",46.56027,-117.21279,2010,154,0,363.212005704472
"2856","2010-Site-24",46.56027,-117.21279,2010,159,0,403.872005704472
"2857","2010-Site-24",46.56027,-117.21279,2010,161,0,417.782005704472
"2858","2010-Site-24",46.56027,-117.21279,2010,166,0,458.512005704472
"2859","2010-Site-24",46.56027,-117.21279,2010,168,0,464.863149295493
"2860","2010-Site-24",46.56027,-117.21279,2010,173,1,506.333149295493
"2861","2010-Site-24",46.56027,-117.21279,2010,175,1,534.093149295493
"2862","2010-Site-24",46.56027,-117.21279,2010,179,3,585.602976280446
"2863","2010-Site-24",46.56027,-117.21279,2010,182,1,615.422976280446
"2864","2010-Site-24",46.56027,-117.21279,2010,187,4,658.362976280446
"2865","2010-Site-24",46.56027,-117.21279,2010,189,3,687.175301753424
"2866","2010-Site-24",46.56027,-117.21279,2010,194,0,758.098981100931
"2867","2010-Site-24",46.56027,-117.21279,2010,196,2,782.871428296453
"2868","2010-Site-23",46.55083,-116.80835,2010,144,0,294.119835700734
"2869","2010-Site-23",46.55083,-116.80835,2010,147,0,309.98807849495
"2870","2010-Site-23",46.55083,-116.80835,2010,151,6,331.092445903441
"2871","2010-Site-23",46.55083,-116.80835,2010,154,3,351.162445903441
"2872","2010-Site-23",46.55083,-116.80835,2010,159,0,391.317920407623
"2873","2010-Site-23",46.55083,-116.80835,2010,161,0,404.867920407623
"2874","2010-Site-23",46.55083,-116.80835,2010,166,0,445.260205131427
"2875","2010-Site-23",46.55083,-116.80835,2010,168,0,451.204606737035
"2876","2010-Site-23",46.55083,-116.80835,2010,173,0,492.509832498903
"2877","2010-Site-23",46.55083,-116.80835,2010,175,2,519.644832498903
"2878","2010-Site-23",46.55083,-116.80835,2010,179,7,570.292099685052
"2879","2010-Site-23",46.55083,-116.80835,2010,182,2,600.507099685052
"2880","2010-Site-23",46.55083,-116.80835,2010,187,5,642.422099685052
"2881","2010-Site-23",46.55083,-116.80835,2010,189,2,670.298901417463
"2882","2010-Site-23",46.55083,-116.80835,2010,194,2,739.921674216479
"2883","2010-Site-23",46.55083,-116.80835,2010,196,1,763.534997420035
"2884","2010-Site-22",46.59015,-117.22633,2010,144,0,307.373052447237
"2885","2010-Site-22",46.59015,-117.22633,2010,147,0,322.782679889513
"2886","2010-Site-22",46.59015,-117.22633,2010,151,3,343.455673634032
"2887","2010-Site-22",46.59015,-117.22633,2010,154,1,363.945673634032
"2888","2010-Site-22",46.59015,-117.22633,2010,159,1,404.485673634032
"2889","2010-Site-22",46.59015,-117.22633,2010,161,1,418.440673634032
"2890","2010-Site-22",46.59015,-117.22633,2010,166,0,459.165673634032
"2891","2010-Site-22",46.59015,-117.22633,2010,168,0,465.53755816633
"2892","2010-Site-22",46.59015,-117.22633,2010,173,4,507.09255816633
"2893","2010-Site-22",46.59015,-117.22633,2010,175,4,534.827558166329
"2894","2010-Site-22",46.59015,-117.22633,2010,179,5,586.208510967766
"2895","2010-Site-22",46.59015,-117.22633,2010,182,6,615.868510967766
"2896","2010-Site-22",46.59015,-117.22633,2010,187,16,658.678510967766
"2897","2010-Site-22",46.59015,-117.22633,2010,189,0,687.411613303831
"2898","2010-Site-22",46.59015,-117.22633,2010,194,0,758.072158619847
"2899","2010-Site-22",46.59015,-117.22633,2010,196,1,782.749105840686
"2900","2010-Site-21",46.57831,-117.15279,2010,144,0,327.474046988404
"2901","2010-Site-21",46.57831,-117.15279,2010,147,0,343.769703798412
"2902","2010-Site-21",46.57831,-117.15279,2010,151,0,365.880386825086
"2903","2010-Site-21",46.57831,-117.15279,2010,154,0,387.410386825086
"2904","2010-Site-21",46.57831,-117.15279,2010,159,3,429.660386825086
"2905","2010-Site-21",46.57831,-117.15279,2010,161,0,444.345386825086
"2906","2010-Site-21",46.57831,-117.15279,2010,166,0,486.370386825086
"2907","2010-Site-21",46.57831,-117.15279,2010,168,0,493.375386825086
"2908","2010-Site-21",46.57831,-117.15279,2010,173,10,536.395386825086
"2909","2010-Site-21",46.57831,-117.15279,2010,175,16,564.525386825086
"2910","2010-Site-21",46.57831,-117.15279,2010,179,31,616.511531093094
"2911","2010-Site-21",46.57831,-117.15279,2010,182,38,647.331531093094
"2912","2010-Site-21",46.57831,-117.15279,2010,187,33,691.746531093094
"2913","2010-Site-21",46.57831,-117.15279,2010,189,5,720.55459770976
"2914","2010-Site-21",46.57831,-117.15279,2010,194,5,792.362459777993
"2915","2010-Site-21",46.57831,-117.15279,2010,196,7,817.224888368155
"2916","2010-Site-20",46.59263,-117.17232,2010,144,0,330.228934458392
"2917","2010-Site-20",46.59263,-117.17232,2010,147,0,346.558008187617
"2918","2010-Site-20",46.59263,-117.17232,2010,151,0,368.724528135104
"2919","2010-Site-20",46.59263,-117.17232,2010,154,0,390.339528135104
"2920","2010-Site-20",46.59263,-117.17232,2010,159,0,432.674528135104
"2921","2010-Site-20",46.59263,-117.17232,2010,161,0,447.454528135104
"2922","2010-Site-20",46.59263,-117.17232,2010,166,0,489.664528135104
"2923","2010-Site-20",46.59263,-117.17232,2010,168,1,496.779528135104
"2924","2010-Site-20",46.59263,-117.17232,2010,173,2,540.024528135104
"2925","2010-Site-20",46.59263,-117.17232,2010,175,4,568.209528135104
"2926","2010-Site-20",46.59263,-117.17232,2010,179,2,620.273944714188
"2927","2010-Site-20",46.59263,-117.17232,2010,182,6,651.078944714188
"2928","2010-Site-20",46.59263,-117.17232,2010,187,4,695.598944714188
"2929","2010-Site-20",46.59263,-117.17232,2010,189,3,724.426458564778
"2930","2010-Site-20",46.59263,-117.17232,2010,194,3,796.24779450783
"2931","2010-Site-20",46.59263,-117.17232,2010,196,3,821.148868449441
"2932","2010-Site-19",46.61878,-117.18584,2010,144,0,310.090082072706
"2933","2010-Site-19",46.61878,-117.18584,2010,147,0,325.643782216993
"2934","2010-Site-19",46.61878,-117.18584,2010,151,1,346.532595857843
"2935","2010-Site-19",46.61878,-117.18584,2010,154,0,367.162595857843
"2936","2010-Site-19",46.61878,-117.18584,2010,159,0,407.795412473633
"2937","2010-Site-19",46.61878,-117.18584,2010,161,0,421.920412473633
"2938","2010-Site-19",46.61878,-117.18584,2010,166,0,462.595412473633
"2939","2010-Site-19",46.61878,-117.18584,2010,168,2,468.975844383239
"2940","2010-Site-19",46.61878,-117.18584,2010,173,3,510.710844383239
"2941","2010-Site-19",46.61878,-117.18584,2010,175,3,538.385844383239
"2942","2010-Site-19",46.61878,-117.18584,2010,179,6,589.468634745592
"2943","2010-Site-19",46.61878,-117.18584,2010,182,12,619.118634745592
"2944","2010-Site-19",46.61878,-117.18584,2010,187,22,661.903634745592
"2945","2010-Site-19",46.61878,-117.18584,2010,189,3,690.395149484967
"2946","2010-Site-19",46.61878,-117.18584,2010,194,4,760.691293175286
"2947","2010-Site-19",46.61878,-117.18584,2010,196,4,785.077756840276
"2948","2010-Site-18",46.61879,-117.0037,2010,144,0,303.35197146122
"2949","2010-Site-18",46.61879,-117.0037,2010,147,0,319.012596609448
"2950","2010-Site-18",46.61879,-117.0037,2010,151,0,339.864341325291
"2951","2010-Site-18",46.61879,-117.0037,2010,154,0,360.314341325291
"2952","2010-Site-18",46.61879,-117.0037,2010,159,0,400.60723062447
"2953","2010-Site-18",46.61879,-117.0037,2010,161,0,414.53723062447
"2954","2010-Site-18",46.61879,-117.0037,2010,166,0,454.79223062447
"2955","2010-Site-18",46.61879,-117.0037,2010,168,0,460.82313093728
"2956","2010-Site-18",46.61879,-117.0037,2010,173,1,502.15313093728
"2957","2010-Site-18",46.61879,-117.0037,2010,175,2,529.51813093728
"2958","2010-Site-18",46.61879,-117.0037,2010,179,1,580.025756867484
"2959","2010-Site-18",46.61879,-117.0037,2010,182,3,609.760756867484
"2960","2010-Site-18",46.61879,-117.0037,2010,187,5,652.020756867484
"2961","2010-Site-18",46.61879,-117.0037,2010,189,2,680.141493446832
"2962","2010-Site-18",46.61879,-117.0037,2010,194,3,749.764137372654
"2963","2010-Site-18",46.61879,-117.0037,2010,196,0,773.626135900781
"2964","2010-Site-17",46.65562,-117.27338,2010,144,0,337.640012413853
"2965","2010-Site-17",46.65562,-117.27338,2010,147,0,354.138868721628
"2966","2010-Site-17",46.65562,-117.27338,2010,151,0,376.452710294191
"2967","2010-Site-17",46.65562,-117.27338,2010,154,4,398.177710294191
"2968","2010-Site-17",46.65562,-117.27338,2010,159,1,440.587710294191
"2969","2010-Site-17",46.65562,-117.27338,2010,161,1,455.622710294191
"2970","2010-Site-17",46.65562,-117.27338,2010,166,0,498.337710294191
"2971","2010-Site-17",46.65562,-117.27338,2010,168,0,505.762710294191
"2972","2010-Site-17",46.65562,-117.27338,2010,173,9,549.647710294191
"2973","2010-Site-17",46.65562,-117.27338,2010,175,12,577.967710294191
"2974","2010-Site-17",46.65562,-117.27338,2010,179,3,630.071596547275
"2975","2010-Site-17",46.65562,-117.27338,2010,182,34,660.751596547275
"2976","2010-Site-17",46.65562,-117.27338,2010,187,38,705.376596547275
"2977","2010-Site-17",46.65562,-117.27338,2010,189,6,734.172781112143
"2978","2010-Site-17",46.65562,-117.27338,2010,194,2,805.825290136534
"2979","2010-Site-17",46.65562,-117.27338,2010,196,0,830.695271652487
"2980","2010-Site-16",46.72424,-116.95346,2010,144,0,315.386824445076
